ID_datospoblacion;Estrato;Distrito;GV Descripción 2;Población;Origen;Zona;Fuente
1414;2;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
1922;1;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
2036;2;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
2050;1;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
2055;2;5085835O1;CONVERTIA NOROCCIDENTE;CALI;SAC;508583;PR
2477;2;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
2823;1;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
3011;2;5085835O1;CONVERTIA BOGOTA;CALI;SAC;508583;PR
759;3;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1286;2;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1467;6;5085825C2;CONVERTIA NOROCCIDENTE;CALI;SAC;508582;PR
1900;5;5085825C2;CONVERTIA NOROCCIDENTE;CALI;SAC;508582;PR
2044;5;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2335;3;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2630;4;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2701;2;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2837;3;5085825C2;CONVERTIA BOGOTA;CALI;SAC;508582;PR
299;4;5085825C1;CONVERTIA NOROCCIDENTE;CALI;SAC;508582;PR
475;5;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
730;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;AD
959;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1923;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1959;5;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2071;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2359;5;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2370;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2605;5;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2679;3;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2769;6;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2789;4;5085825C1;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2944;4;5085825C1;CONVERTIA BOGOTA;CALI;VENTAS DIGITALES;508582;PR
2129;2;50858254C;CONVERTIA BOGOTA;YUMBO;SAC;508582;PR
3111;2;50858254C;CONVERTIA BOGOTA;YUMBO;SAC;508582;PR
654;3;5075765P2;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
1078;3;5075765P2;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
1771;3;5075765P2;CONVERTIA NOROCCIDENTE;PALMIRA;SAC;507576;PR
260;2;5075765P1;CONVERTIA BOGOTA;EL CERRITO;SAC;507576;PR
323;3;5075765P1;CONVERTIA NOROCCIDENTE;PALMIRA;SAC;507576;PR
1459;3;5075765P1;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
1608;3;5075765P1;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
2324;3;5075765P1;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
2396;3;5075765P1;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
2424;5;5075765P1;CONVERTIA BOGOTA;PALMIRA;SAC;507576;PR
1801;2;5075765CV;CONVERTIA BOGOTA;CANDELARIA;SAC;507576;PR
2316;2;5075765CV;CONVERTIA BOGOTA;CANDELARIA;SAC;507576;PR
438;2;5075755VB;CONVERTIA BOGOTA;GUADALAJARA DE BUGA;VENTAS DIGITALES;507575;PR
532;2;5075755VB;CONVERTIA BOGOTA;GUADALAJARA DE BUGA;SAC;507575;PR
1472;4;5075755VB;CONVERTIA BOGOTA;GUADALAJARA DE BUGA;SAC;507575;PR
2017;1;5075755VB;CONVERTIA BOGOTA;GUADALAJARA DE BUGA;SAC;507575;PR
408;5;5075755U2;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
1304;2;5075755U2;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
2241;3;5075755U2;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
2390;2;5075755U2;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
3062;2;5075755U2;CONVERTIA BOGOTA;TULUA;VENTAS DIGITALES;507575;PR
188;2;5075755U1;CONVERTIA BOGOTA;ANDALUCIA;SAC;507575;PR
414;2;5075755U1;CONVERTIA BOGOTA;ANDALUCIA;SAC;507575;PR
1134;2;5075755U1;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
1323;3;5075755U1;CONVERTIA BOGOTA;TULUA;SAC;507575;PR
1704;2;5075755U1;CONVERTIA BOGOTA;TULUA;VENTAS DIGITALES;507575;PR
2882;2;5075755U1;CONVERTIA BOGOTA;ANDALUCIA;SAC;507575;PR
249;1;5075755SC;CONVERTIA BOGOTA;SEVILLA;SAC;507575;PR
349;1;5075755SC;CONVERTIA BOGOTA;SEVILLA;SAC;507575;PR
1462;3;5075755CG;CONVERTIA BOGOTA;CARTAGO;VENTAS DIGITALES;507575;PR
2410;2;5075755CG;CONVERTIA BOGOTA;CARTAGO;VENTAS DIGITALES;507575;PR
2104;2;5075745V9;CONVERTIA BOGOTA;TULUA;SAC;507574;PR
34;2;5075745V2;CONVERTIA NOROCCIDENTE;PALMIRA;SAC;507574;PR
1075;3;5075745V2;CONVERTIA BOGOTA;PALMIRA;SAC;507574;PR
127;4;5075735ON;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
918;3;5075735ON;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
1593;3;5075735ON;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
35;1;5075735NS;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
1440;2;5075735NS;CONVERTIA NOROCCIDENTE;PASTO;SAC;507573;PR
2240;3;5075735NS;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
2892;2;5075735NS;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
1278;4;5075735NC;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
1716;2;5075735NC;CONVERTIA BOGOTA;PASTO;VENTAS DIGITALES;507573;PR
1749;2;5075735NC;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
1956;3;5075735NC;CONVERTIA BOGOTA;PASTO;SAC;507573;PR
2659;2;5075735NC;CONVERTIA BOGOTA;PASTO;SAC;507573;AD
2811;2;5075735NC;CONVERTIA NOROCCIDENTE;PASTO;SAC;507573;PR
3043;2;5075725UC;CONVERTIA BOGOTA;SANTANDER DE QUILICHAO;VENTAS DIGITALES;507572;PR
229;4;5075725UA;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
1636;2;5075725UA;CONVERTIA BOGOTA;POPAYAN;VENTAS DIGITALES;507572;AD
2799;2;5075725UA;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
3188;3;5075725UA;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
2;3;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;UG
143;3;5075725CU;CONVERTIA BOGOTA;POPAYAN;VENTAS DIGITALES;507572;PR
640;6;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
765;3;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
1441;1;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
2076;2;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
2326;4;5075725CU;CONVERTIA BOGOTA;POPAYAN;VENTAS DIGITALES;507572;PR
2609;3;5075725CU;CONVERTIA BOGOTA;POPAYAN;SAC;507572;PR
606;1;5065645UH;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
1750;3;5065645UH;CONVERTIA NOROCCIDENTE;NEIVA;SAC;506564;PR
2300;1;5065645UH;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
2397;2;5065645UH;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2498;3;5065645UH;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
3176;2;5065645UH;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
853;2;5065645Q1;CONVERTIA BOGOTA;FLORENCIA;SAC;506564;PR
1300;2;5065645HD;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
1493;1;5065645HD;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
1605;2;5065645HD;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2577;2;5065645HD;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
2608;3;5065645HD;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
2671;1;5065645HD;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2876;1;5065645HD;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
476;3;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
963;3;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
998;1;50656456H;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
1241;3;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
1915;2;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2403;2;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2425;2;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
2596;2;50656456H;CONVERTIA BOGOTA;NEIVA;SAC;506564;PR
3177;3;50656456H;CONVERTIA BOGOTA;NEIVA;VENTAS DIGITALES;506564;PR
2000;3;5065615T9;CONVERTIA BOGOTA;FLANDES;SAC;506561;PR
1465;2;5065615T8;CONVERTIA BOGOTA;MELGAR;SAC;506561;PR
344;3;5065615T6;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
1862;3;5065615T6;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
2256;5;5065615T6;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
3093;3;5065615T6;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
1754;3;5065615T4;CONVERTIA BOGOTA;ESPINAL;SAC;506561;PR
792;2;5065615T3;CONVERTIA BOGOTA;IBAGUE;SAC;506561;AD
1301;3;5065615T3;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
2035;3;5065615T3;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
92;2;5065615T1;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
2332;3;5065615T1;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
2413;3;5065615T1;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
2821;1;5065615T1;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
427;5;5065615T0;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
632;2;5065615T0;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
1011;3;5065615T0;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
1920;2;5065615T0;CONVERTIA BOGOTA;IBAGUE;VENTAS DIGITALES;506561;PR
1938;3;5065615T0;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
2014;3;5065615T0;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
2993;3;5065615T0;CONVERTIA BOGOTA;IBAGUE;SAC;506561;PR
157;2;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
635;3;5,09E+09;CONVERTIA BOGOTA;CALI;VENTAS DIGITALES;508582;PR
863;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1649;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1660;3;5,09E+09;CONVERTIA BOGOTA;CALI;VENTAS DIGITALES;508582;PR
1701;2;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2130;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2264;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2348;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2603;3;5,09E+09;CONVERTIA BOGOTA;CALI;VENTAS DIGITALES;508582;PR
2669;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2846;3;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2894;2;5,09E+09;CONVERTIA BOGOTA;CALI;SAC;508582;PR
1077;3;5,09E+07;CONVERTIA BOGOTA;CALI;VENTAS DIGITALES;508582;PR
1495;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2426;3;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2462;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2490;3;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2634;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2718;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2935;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
2986;2;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
3008;3;5,09E+07;CONVERTIA BOGOTA;CALI;SAC;508582;PR
584;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
616;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
773;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
897;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
1210;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
1275;2;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
1909;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2286;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2624;3;4054524VL;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405452;PR
93;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
379;3;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
462;1;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
522;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
527;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
870;3;4054524SM;CONVERTIA NOROCCIDENTE;SOACHA;SAC;405452;PR
981;3;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1162;2;4054524SM;CONVERTIA NOROCCIDENTE;SOACHA;SAC;405452;PR
1615;2;4054524SM;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
2421;3;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2429;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2606;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2635;2;4054524SM;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
2677;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2753;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;AD
3125;2;4054524SM;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
589;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
675;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
729;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
760;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1004;2;4054524SC;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
1097;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1152;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1290;3;4054524SC;CONVERTIA BOGOTA;SIBATE;SAC;405452;PR
1530;3;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1607;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1758;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1805;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2082;3;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2095;1;4054524SC;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
2501;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2626;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2678;2;4054524SC;CONVERTIA BOGOTA;SIBATE;SAC;405452;PR
2738;3;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2742;2;4054524SC;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
153;2;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
194;3;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
402;1;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
886;3;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1272;3;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1935;3;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2117;2;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2393;3;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2688;2;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2699;1;4054524PL;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2003;1;4054524M2;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
292;3;4054524CV;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
766;3;4054524CV;CONVERTIA NOROCCIDENTE;SOACHA;SAC;405452;PR
784;2;4054524CV;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1112;3;4054524CV;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
1613;3;4054524CV;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
2653;3;4054524CV;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2863;2;4054524CV;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405452;PR
3029;3;4054524CV;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
124;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405452;PR
179;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
253;3;4054524BT;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
355;2;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
501;2;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
557;3;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
676;2;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
894;2;4054524BT;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405452;PR
1430;2;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
1455;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
1458;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2228;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2331;3;4054524BT;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2401;2;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2479;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2494;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
2887;2;4054524BT;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
2905;1;4054524BT;CONVERTIA BOGOTA;SOACHA;SAC;405452;PR
3092;3;4054524BT;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405452;PR
3095;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405452;PR
3222;1;4054524BT;CONVERTIA BOGOTA;BOGOTA;SAC;405452;PR
220;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1080;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1100;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1326;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1531;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2544;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
2569;2;4054514SJ;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;PR
2949;2;4054514SJ;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
123;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
468;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
508;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
519;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
539;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
719;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1106;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1699;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2072;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2138;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2143;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2309;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2379;2;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2388;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2801;3;4054514RO;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
782;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
881;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
985;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1009;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1129;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1543;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1709;2;4054514RC;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;AD
1753;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1860;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1872;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2432;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2841;2;4054514RC;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;PR
2901;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
3049;1;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
3154;2;4054514RC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;AD
15;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
563;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1279;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1546;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1705;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;AD
1740;2;4054514PV;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;PR
1852;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
2100;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2183;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2252;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2436;1;4054514PV;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
3192;2;4054514PV;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
6;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
99;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
107;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
118;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
457;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
647;1;4054514KN;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1085;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1114;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1116;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1347;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1712;2;4054514KN;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;AD
1719;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1871;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2220;3;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2301;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;AD
2380;2;4054514KN;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;405451;PR
2651;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2750;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2826;4;4054514KN;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2948;2;4054514KN;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
98;2;4054514BC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;AD
1088;2;4054514BC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
1382;2;4054514BC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
2311;2;4054514BC;CONVERTIA BOGOTA;SOACHA;VENTAS DIGITALES;405451;PR
2420;2;4054514BC;CONVERTIA BOGOTA;BOGOTA;SAC;405451;PR
3223;2;4054514BC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405451;PR
1;2;4054424VC;CONVERTIA BOGOTA;BOGOTA;SAC;405442;PR
52;2;4054424VC;CONVERTIA BOGOTA;BOGOTA;SAC;405442;PR
382;2;4054424VC;CONVERTIA BOGOTA;BOGOTA;SAC;405442;PR
389;3;4054424VC;CONVERTIA BOGOTA;BOGOTA;SAC;405442;PR
412;2;4054424VC;CONVERTIA BOGOTA;BOGOTA;SAC;405442;PR
566;2;4054424VC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405442;PR
1158;3;4054424VC;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;405442;PR
